code,name,sortorder,Mainpanel,uoanumber,uoaname,Profile,FTE,VeryGood,Good,Average,BelowAverage,unclassified,TOWN,LONGITUDE,LATITUDE,HWVeryGood,HWGood,HWAverage,HWBelowAverage,HWunclassified
10000291,Anglia Ruskin University,10,C,19,Business and Management Studies,Impact,14.2,10,70,20,0,0,CHELMSFORD,0.474311,51.741266,18,82,0,0,0
10000291,Anglia Ruskin University,10,C,19,Business and Management Studies,Environment,14.2,0,0,62.5,37.5,0,CHELMSFORD,0.474311,51.741266,12.5,87.5,0,0,0
10000291,Anglia Ruskin University,10,C,19,Business and Management Studies,Overall,14.2,6,45,37,9,3,CHELMSFORD,0.474311,51.741266,11,58,27,3,1
10000291,Anglia Ruskin University,10,C,20,Law,Outputs,10.2,2.8,27.8,44.4,19.4,5.6,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,C,20,Law,Impact,10.2,0,40,50,10,0,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,C,20,Law,Environment,10.2,0,0,100,0,0,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,C,20,Law,Overall,10.2,2,26,54,14,4,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,C,22,Social Work and Social Policy,Outputs,14.31,10.7,21.4,44.7,23.2,0,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,C,22,Social Work and Social Policy,Impact,14.31,0,0,80,20,0,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,C,22,Social Work and Social Policy,Environment,14.31,0,50,50,0,0,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,C,22,Social Work and Social Policy,Overall,14.31,7,21,53,19,0,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,C,25,Education,Outputs,5.2,0,28.6,42.8,23.8,4.8,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,C,25,Education,Impact,5.2,0,0,50,50,0,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,C,25,Education,Environment,5.2,0,50,50,0,0,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,C,25,Education,Overall,5.2,0,26,45,26,3,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,D,29,English Language and Literature,Outputs,16.8,13,42.6,33.3,11.1,0,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,D,29,English Language and Literature,Impact,16.8,0,46.7,40,13.3,0,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,D,29,English Language and Literature,Environment,16.8,0,0,100,0,0,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,D,29,English Language and Literature,Overall,16.8,8,37,45,10,0,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,D,30,History,Outputs,5.5,12.5,33.3,45.9,8.3,0,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,D,30,History,Impact,5.5,0,0,40,20,40,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,D,30,History,Environment,5.5,0,30,40,30,0,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,D,30,History,Overall,5.5,8,26,44,14,8,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,D,34,"Art and Design: History, Practice and Theory",Outputs,13.9,5.7,43.4,39.6,11.3,0,CHELMSFORD,0.474311,51.741266,7.4,33.3,29.7,22.2,7.4
10000291,Anglia Ruskin University,10,D,34,"Art and Design: History, Practice and Theory",Impact,13.9,0,70,30,0,0,CHELMSFORD,0.474311,51.741266,90,10,0,0,0
10000291,Anglia Ruskin University,10,D,34,"Art and Design: History, Practice and Theory",Environment,13.9,0,10,80,10,0,CHELMSFORD,0.474311,51.741266,70,30,0,0,0
10000291,Anglia Ruskin University,10,D,34,"Art and Design: History, Practice and Theory",Overall,13.9,4,43,44,9,0,CHELMSFORD,0.474311,51.741266,33,28,20,14,5
10000291,Anglia Ruskin University,10,D,35,"Music, Drama, Dance and Performing Arts",Outputs,13.8,6.4,21.3,40.4,27.6,4.3,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,D,35,"Music, Drama, Dance and Performing Arts",Impact,13.8,40,60,0,0,0,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,D,35,"Music, Drama, Dance and Performing Arts",Environment,13.8,0,50,40,10,0,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,D,35,"Music, Drama, Dance and Performing Arts",Overall,13.8,12,34,32,19,3,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,D,36,"Communication, Cultural and Media Studies, Library and Information Management",Outputs,8.7,18.2,51.5,30.3,0,0,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,D,36,"Communication, Cultural and Media Studies, Library and Information Management",Impact,8.7,0,40,60,0,0,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,D,36,"Communication, Cultural and Media Studies, Library and Information Management",Environment,8.7,0,30,70,0,0,CHELMSFORD,0.474311,51.741266,,,,,
10000291,Anglia Ruskin University,10,D,36,"Communication, Cultural and Media Studies, Library and Information Management",Overall,8.7,12,46,42,0,0,CHELMSFORD,0.474311,51.741266,,,,,
10007759,Aston University,20,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Outputs,56.8,32.4,60.2,6.5,0,0.9,BIRMINGHAM,-1.890947,52.486651,,,,,
10007759,Aston University,20,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Impact,56.8,55.7,38.6,5.7,0,0,BIRMINGHAM,-1.890947,52.486651,,,,,
10007759,Aston University,20,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Environment,56.8,87.5,12.5,0,0,0,BIRMINGHAM,-1.890947,52.486651,,,,,
10007759,Aston University,20,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,56.8,45,49,5,0,1,BIRMINGHAM,-1.890947,52.486651,,,,,
10007759,Aston University,20,B,11,Computer Science and Informatics,Outputs,18.2,11.8,41.1,47.1,0,0,BIRMINGHAM,-1.890947,52.486651,12.1,53.8,27.5,6.6,0
10007759,Aston University,20,B,11,Computer Science and Informatics,Impact,18.2,40,60,0,0,0,BIRMINGHAM,-1.890947,52.486651,40,60,0,0,0
10007759,Aston University,20,B,11,Computer Science and Informatics,Environment,18.2,0,45,55,0,0,BIRMINGHAM,-1.890947,52.486651,50,50,0,0,0
10007759,Aston University,20,B,11,Computer Science and Informatics,Overall,18.2,16,45,39,0,0,BIRMINGHAM,-1.890947,52.486651,23,55,18,4,0
10007759,Aston University,20,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Outputs,24,16.9,54.2,28.9,0,0,BIRMINGHAM,-1.890947,52.486651,,,,,
10007759,Aston University,20,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Impact,24,26.7,73.3,0,0,0,BIRMINGHAM,-1.890947,52.486651,,,,,
10007759,Aston University,20,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Environment,24,0,35,55,10,0,BIRMINGHAM,-1.890947,52.486651,,,,,
10007759,Aston University,20,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Overall,24,16,55,28,1,0,BIRMINGHAM,-1.890947,52.486651,,,,,
10007759,Aston University,20,B,15,General Engineering,Outputs,23.63,14.6,60.7,22.5,2.2,0,BIRMINGHAM,-1.890947,52.486651,21,70,8.4,0.3,0.3
10007759,Aston University,20,B,15,General Engineering,Impact,23.63,26.7,46.6,13.4,13.3,0,BIRMINGHAM,-1.890947,52.486651,60,38.1,1.9,0,0
10007759,Aston University,20,B,15,General Engineering,Environment,23.63,0,55,45,0,0,BIRMINGHAM,-1.890947,52.486651,70,30,0,0,0
10007759,Aston University,20,B,15,General Engineering,Overall,23.63,15,57,24,4,0,BIRMINGHAM,-1.890947,52.486651,36,58,6,0,0
10007759,Aston University,20,C,19,Business and Management Studies,Outputs,46.3,21.3,45.4,31,2.3,0,BIRMINGHAM,-1.890947,52.486651,8.4,44.5,41.2,5.1,0.8
10007759,Aston University,20,C,19,Business and Management Studies,Impact,46.3,26.7,73.3,0,0,0,BIRMINGHAM,-1.890947,52.486651,18,82,0,0,0
10007759,Aston University,20,C,19,Business and Management Studies,Environment,46.3,75,25,0,0,0,BIRMINGHAM,-1.890947,52.486651,12.5,87.5,0,0,0
10007759,Aston University,20,C,19,Business and Management Studies,Overall,46.3,30,48,21,1,0,BIRMINGHAM,-1.890947,52.486651,11,58,27,3,1
10007759,Aston University,20,D,27,Area Studies,Outputs,12,27.9,51.2,20.9,0,0,BIRMINGHAM,-1.890947,52.486651,,,,,
10007759,Aston University,20,D,27,Area Studies,Impact,12,30,50,20,0,0,BIRMINGHAM,-1.890947,52.486651,,,,,
10007759,Aston University,20,D,27,Area Studies,Environment,12,20,70,10,0,0,BIRMINGHAM,-1.890947,52.486651,,,,,
10007759,Aston University,20,D,27,Area Studies,Overall,12,27,54,19,0,0,BIRMINGHAM,-1.890947,52.486651,,,,,
10007759,Aston University,20,D,28,Modern Languages and Linguistics,Outputs,18.5,4.6,44.6,41.6,9.2,0,BIRMINGHAM,-1.890947,52.486651,15.4,28.2,38.5,15.3,2.6
10007759,Aston University,20,D,28,Modern Languages and Linguistics,Impact,18.5,60,13.3,26.7,0,0,BIRMINGHAM,-1.890947,52.486651,90,10,0,0,0
10007759,Aston University,20,D,28,Modern Languages and Linguistics,Environment,18.5,60,40,0,0,0,BIRMINGHAM,-1.890947,52.486651,30,70,0,0,0
10007759,Aston University,20,D,28,Modern Languages and Linguistics,Overall,18.5,24,38,32,6,0,BIRMINGHAM,-1.890947,52.486651,33,30,25,10,2
10007850,University of Bath,30,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Outputs,54.2,35.1,53,10.9,1,0,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Impact,54.2,73.3,20,6.7,0,0,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Environment,54.2,87.5,12.5,0,0,0,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,54.2,51,40,8,1,0,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,A,5,Biological Sciences,Outputs,24.5,31.3,51.8,15.7,0,1.2,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,A,5,Biological Sciences,Impact,24.5,13.3,86.7,0,0,0,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,A,5,Biological Sciences,Environment,24.5,0,75,25,0,0,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,A,5,Biological Sciences,Overall,24.5,23,62,14,0,1,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,B,8,Chemistry,Outputs,33.1,18.9,78.6,2.5,0,0,BATH,-2.330671,51.380438,15,79.7,5.3,0,0
10007850,University of Bath,30,B,8,Chemistry,Impact,33.1,50,50,0,0,0,BATH,-2.330671,51.380438,10,80,10,0,0
10007850,University of Bath,30,B,8,Chemistry,Environment,33.1,20,80,0,0,0,BATH,-2.330671,51.380438,0,60,40,0,0
10007850,University of Bath,30,B,8,Chemistry,Overall,33.1,25,73,2,0,0,BATH,-2.330671,51.380438,12,77,11,0,0
10007850,University of Bath,30,B,9,Physics,Outputs,23,15.5,75,9.5,0,0,BATH,-2.330671,51.380438,21.5,73.4,5.1,0,0
10007850,University of Bath,30,B,9,Physics,Impact,23,66.7,33.3,0,0,0,BATH,-2.330671,51.380438,50,36.7,13.3,0,0
10007850,University of Bath,30,B,9,Physics,Environment,23,10,70,20,0,0,BATH,-2.330671,51.380438,10,65,25,0,0
10007850,University of Bath,30,B,9,Physics,Overall,23,25,66,9,0,0,BATH,-2.330671,51.380438,25,65,10,0,0
10007850,University of Bath,30,B,10,Mathematical Sciences,Outputs,44.4,21.3,64.7,14,0,0,BATH,-2.330671,51.380438,21.9,60.7,17.1,0.3,0
10007850,University of Bath,30,B,10,Mathematical Sciences,Impact,44.4,42,42,8,8,0,BATH,-2.330671,51.380438,30,54,16,0,0
10007850,University of Bath,30,B,10,Mathematical Sciences,Environment,44.4,25,75,0,0,0,BATH,-2.330671,51.380438,60,40,0,0,0
10007850,University of Bath,30,B,10,Mathematical Sciences,Overall,44.4,26,62,10,2,0,BATH,-2.330671,51.380438,29,56,15,0,0
10007850,University of Bath,30,B,11,Computer Science and Informatics,Outputs,24,15.2,56.5,27.2,1.1,0,BATH,-2.330671,51.380438,12.1,53.8,27.5,6.6,0
10007850,University of Bath,30,B,11,Computer Science and Informatics,Impact,24,0,100,0,0,0,BATH,-2.330671,51.380438,40,60,0,0,0
10007850,University of Bath,30,B,11,Computer Science and Informatics,Environment,24,10,90,0,0,0,BATH,-2.330671,51.380438,50,50,0,0,0
10007850,University of Bath,30,B,11,Computer Science and Informatics,Overall,24,11,71,17,1,0,BATH,-2.330671,51.380438,23,55,18,4,0
10007850,University of Bath,30,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Outputs,61,13.3,70,16.7,0,0,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Impact,61,38.6,61.4,0,0,0,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Environment,61,15,85,0,0,0,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Overall,61,19,70,11,0,0,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Outputs,20.5,13.5,73,13.5,0,0,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Impact,20.5,23.3,76.7,0,0,0,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Environment,20.5,0,100,0,0,0,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Overall,20.5,13,78,9,0,0,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,C,16,"Architecture, Built Environment and Planning",Outputs,28.38,35,50,12,3,0,BATH,-2.330671,51.380438,23.1,42,28.6,6.3,0
10007850,University of Bath,30,C,16,"Architecture, Built Environment and Planning",Impact,28.38,90,10,0,0,0,BATH,-2.330671,51.380438,55.7,21.4,22.9,0,0
10007850,University of Bath,30,C,16,"Architecture, Built Environment and Planning",Environment,28.38,62.5,37.5,0,0,0,BATH,-2.330671,51.380438,62.5,37.5,0,0,0
10007850,University of Bath,30,C,16,"Architecture, Built Environment and Planning",Overall,28.38,50,40,8,2,0,BATH,-2.330671,51.380438,36,37,23,4,0
10007850,University of Bath,30,C,19,Business and Management Studies,Outputs,64.9,27.5,50.8,19.8,0.9,1,BATH,-2.330671,51.380438,8.4,44.5,41.2,5.1,0.8
10007850,University of Bath,30,C,19,Business and Management Studies,Impact,64.9,48.6,40,0,11.4,0,BATH,-2.330671,51.380438,18,82,0,0,0
10007850,University of Bath,30,C,19,Business and Management Studies,Environment,64.9,87.5,12.5,0,0,0,BATH,-2.330671,51.380438,12.5,87.5,0,0,0
10007850,University of Bath,30,C,19,Business and Management Studies,Overall,64.9,41,43,12,3,1,BATH,-2.330671,51.380438,11,58,27,3,1
10007850,University of Bath,30,C,22,Social Work and Social Policy,Outputs,35.55,22.2,46.8,28.6,1.6,0.8,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,C,22,Social Work and Social Policy,Impact,35.55,84,16,0,0,0,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,C,22,Social Work and Social Policy,Environment,35.55,100,0,0,0,0,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,C,22,Social Work and Social Policy,Overall,35.55,46,34,18,1,1,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,C,26,"Sport and Exercise Sciences, Leisure and Tourism",Outputs,22,35.7,48.6,15.7,0,0,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,C,26,"Sport and Exercise Sciences, Leisure and Tourism",Impact,22,73.3,26.7,0,0,0,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,C,26,"Sport and Exercise Sciences, Leisure and Tourism",Environment,22,62.5,37.5,0,0,0,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,C,26,"Sport and Exercise Sciences, Leisure and Tourism",Overall,22,47,43,10,0,0,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,D,27,Area Studies,Outputs,26,18.9,39,28.4,12.6,1.1,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,D,27,Area Studies,Impact,26,40,60,0,0,0,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,D,27,Area Studies,Environment,26,20,50,30,0,0,BATH,-2.330671,51.380438,,,,,
10007850,University of Bath,30,D,27,Area Studies,Overall,26,23,45,23,8,1,BATH,-2.330671,51.380438,,,,,
10000571,Bath Spa University,40,C,25,Education,Outputs,13.2,8.2,32.6,36.8,18.3,4.1,BATH,-2.4374,51.378739,,,,,
10000571,Bath Spa University,40,C,25,Education,Impact,13.2,0,40,60,0,0,BATH,-2.4374,51.378739,,,,,
10000571,Bath Spa University,40,C,25,Education,Environment,13.2,0,0,50,50,0,BATH,-2.4374,51.378739,,,,,
10000571,Bath Spa University,40,C,25,Education,Overall,13.2,5,30,43,19,3,BATH,-2.4374,51.378739,,,,,
10000571,Bath Spa University,40,D,29,English Language and Literature,Outputs,21.05,22.9,46.8,19.3,6.4,4.6,BATH,-2.4374,51.378739,,,,,
10000571,Bath Spa University,40,D,29,English Language and Literature,Impact,21.05,0,73.3,26.7,0,0,BATH,-2.4374,51.378739,,,,,
10000571,Bath Spa University,40,D,29,English Language and Literature,Environment,21.05,0,50,50,0,0,BATH,-2.4374,51.378739,,,,,
10000571,Bath Spa University,40,D,29,English Language and Literature,Overall,21.05,15,52,26,4,3,BATH,-2.4374,51.378739,,,,,
10000571,Bath Spa University,40,D,30,History,Outputs,6.2,3.7,25.9,44.5,25.9,0,BATH,-2.4374,51.378739,,,,,
10000571,Bath Spa University,40,D,30,History,Impact,6.2,0,70,30,0,0,BATH,-2.4374,51.378739,,,,,
10000571,Bath Spa University,40,D,30,History,Environment,6.2,0,20,60,20,0,BATH,-2.4374,51.378739,,,,,
10000571,Bath Spa University,40,D,30,History,Overall,6.2,2,34,44,20,0,BATH,-2.4374,51.378739,,,,,
10000571,Bath Spa University,40,D,34,"Art and Design: History, Practice and Theory",Outputs,14.17,18.4,40.8,29,10.5,1.3,BATH,-2.4374,51.378739,7.4,33.3,29.7,22.2,7.4
10000571,Bath Spa University,40,D,34,"Art and Design: History, Practice and Theory",Impact,14.17,0,30,70,0,0,BATH,-2.4374,51.378739,90,10,0,0,0
10000571,Bath Spa University,40,D,34,"Art and Design: History, Practice and Theory",Environment,14.17,0,20,70,10,0,BATH,-2.4374,51.378739,70,30,0,0,0
10000571,Bath Spa University,40,D,34,"Art and Design: History, Practice and Theory",Overall,14.17,12,35,44,8,1,BATH,-2.4374,51.378739,33,28,20,14,5
10000571,Bath Spa University,40,D,35,"Music, Drama, Dance and Performing Arts",Outputs,12,16.7,28.5,31,23.8,0,BATH,-2.4374,51.378739,,,,,
10000571,Bath Spa University,40,D,35,"Music, Drama, Dance and Performing Arts",Impact,12,60,40,0,0,0,BATH,-2.4374,51.378739,,,,,
10000571,Bath Spa University,40,D,35,"Music, Drama, Dance and Performing Arts",Environment,12,20,40,40,0,0,BATH,-2.4374,51.378739,,,,,
10000571,Bath Spa University,40,D,35,"Music, Drama, Dance and Performing Arts",Overall,12,26,32,27,15,0,BATH,-2.4374,51.378739,,,,,
10000571,Bath Spa University,40,D,36,"Communication, Cultural and Media Studies, Library and Information Management",Outputs,7.4,19.4,38.7,32.2,9.7,0,BATH,-2.4374,51.378739,,,,,
10000571,Bath Spa University,40,D,36,"Communication, Cultural and Media Studies, Library and Information Management",Impact,7.4,0,80,20,0,0,BATH,-2.4374,51.378739,,,,,
10000571,Bath Spa University,40,D,36,"Communication, Cultural and Media Studies, Library and Information Management",Environment,7.4,0,70,20,10,0,BATH,-2.4374,51.378739,,,,,
10000571,Bath Spa University,40,D,36,"Communication, Cultural and Media Studies, Library and Information Management",Overall,7.4,13,51,28,8,0,BATH,-2.4374,51.378739,,,,,
10007152,University of Bedfordshire,50,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Outputs,24.9,21,51.4,20.9,4.8,1.9,LUTON,-0.411382,51.87787,,,,,
10007152,University of Bedfordshire,50,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Impact,24.9,53.3,46.7,0,0,0,LUTON,-0.411382,51.87787,,,,,
10007152,University of Bedfordshire,50,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Environment,24.9,0,37.5,62.5,0,0,LUTON,-0.411382,51.87787,,,,,
10007152,University of Bedfordshire,50,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,24.9,24,49,23,3,1,LUTON,-0.411382,51.87787,,,,,
10007152,University of Bedfordshire,50,B,7,Earth Systems and Environmental Sciences,Outputs,4.8,0,16.7,61.1,22.2,0,LUTON,-0.411382,51.87787,4.9,60.7,29.5,4.9,0
10007152,University of Bedfordshire,50,B,7,Earth Systems and Environmental Sciences,Impact,4.8,0,20,70,10,0,LUTON,-0.411382,51.87787,13.3,86.7,0,0,0
10007152,University of Bedfordshire,50,B,7,Earth Systems and Environmental Sciences,Environment,4.8,0,0,90,10,0,LUTON,-0.411382,51.87787,0,100,0,0,0
10007152,University of Bedfordshire,50,B,7,Earth Systems and Environmental Sciences,Overall,4.8,0,15,67,18,0,LUTON,-0.411382,51.87787,6,72,19,3,0
10007152,University of Bedfordshire,50,B,11,Computer Science and Informatics,Outputs,34.6,8.3,34.8,49.6,7.3,0,LUTON,-0.411382,51.87787,12.1,53.8,27.5,6.6,0
10007152,University of Bedfordshire,50,B,11,Computer Science and Informatics,Impact,34.6,0,50,40,10,0,LUTON,-0.411382,51.87787,40,60,0,0,0
10007152,University of Bedfordshire,50,B,11,Computer Science and Informatics,Environment,34.6,0,0,80,20,0,LUTON,-0.411382,51.87787,50,50,0,0,0
10007152,University of Bedfordshire,50,B,11,Computer Science and Informatics,Overall,34.6,5,33,52,10,0,LUTON,-0.411382,51.87787,23,55,18,4,0
10007152,University of Bedfordshire,50,C,19,Business and Management Studies,Outputs,14,10.6,40.5,36.1,12.8,0,LUTON,-0.411382,51.87787,8.4,44.5,41.2,5.1,0.8
